review_id,order_id,user_id,product_id,review_text,rating,sentiment,topic,review_date,language
RV0002493,ZPO0066739,U00007,49,most items weree out of stock in my area thanks,2.0,negative,inventory,2026-02-03,english
RV0001579,ZPO0048869,U02005,86,as usual dilivery charge romba adhigam today !! 💩,1.0,negative,pricing,2026-04-01,tanglish
RV0003822,ZPO0071091,U00003,38,once again delivery person could not find the address and cancelled ...,,negative,delivery,2026-04-03,english
RV0006220,ZPO0002408,U02914,100,hi rider was rude and did not even apologise for being late !!,2.0,negative,delivery,2026-04-28,english
RV0006663,ZPO0023140,U00766,55,"prices are cheaper than the supermarkeeet, good value",4.0,positive,pricing,2026-01-08,english
RV0002339,ZPO0073308,U02283,88,hello rider was rude and did not even apologise for being late,1.0,negative,DELIVERY,31/03/2026,english
RV0001451,ZPO0000086,U02247,46,hello got my refund quickly without any argument pls look into this,4.0,positive,refund,2026-01-12,english
RV0002202,ZPO0059152,U01305,32,the Kiwi was stale and smelled bad,1.0,negative,product,2026-02-01,english
RV0004856,ZPO0066722,U03987,113,"guys cold items came in an insulated bag, well done !!",5.0,positive,packaging,2026-02-08,english
RV0002139,ZPO0048669,U02330,98,"seriously refund was processed within a few hours, very impressed kindly resolve  visit https://zepto.example/offer for more",5.0,positive,refund,2026-03-28,english
RV0005313,ZPO0072500,U03369,102,"Honestly dilivery boy called before coming, very professional pls look into this",4.0,positive,delivery,2026-02-26,english
RV0004032,ZPO0002962,U03943,21,"honestly paid by upi, transaction completed pls look into this",4.0,neutral,payment,02/14/2026,english
RV0006347,ZPO0058064,U00328,100,half the Safal Frozen Corn was damaged and unusable !! 💩,1.0,negative,product,2026-04-05,english
RV0004100,ZPO0032931,U01192,70,"seriously delivery took more than 40 minutes, terrible :)",2.0,negative,delivery,2026-06-16,english
RV0007782,ZPO0072169,U00605,27,guys prices increased a lot compared to last month ...,2.0,negative,pricing,2026-03-10,english
RV0005518,ZPO0022389,U03955,97,iD Paratha Malabar is fine i guess,2.0,neutral,product,01/21/2026,english
RV0002628,ZPO0067184,U01168,100,"team always find what i need, good stock levels !!",4.0,positive,inventory,2026-04-27,english
RV0001489,ZPO0030149,U03379,84,"order was delivered, one item substituted 🔥",2.0,neutral,order,2026-01-15,english
RV0005262,ZPO0026482,U00978,112,"seriously Origami Tissue Roll expiry date already over, how can you send this ...",2.0,negative,product,2026-04-21,english
RV0002274,ZPO0069380,U01342,85,"once aggain delivery romba late, 10 minutes nu sonninga ...",3.0,negative,delivery,2026-02-10,tanglish
RV0002511,ZPO0056803,U02738,38,"once again Amul Cheese Slices super quality, family loved it !! 🔥",5.0,POSITIVE,product,2026-03-02,english
RV0002112,ZPO0078730,U03832,76,"hello Bru Filter Coffee ok only, same as any shop do something about it  visit https://zepto.example/offer for more",2.0,neutral,product,2026-01-27,english
RV0006041,ZPO0012665,U03916,87,once again latest update made the app completely unusable,3 stars,negative,app,2026-03-05,english
RV0002023,ZPO0069115,U01039,81,"delivered in 8 minutess, very fast",5.0,positive,delivery,2026-05-18,english
RV0003129,ZPO0030060,U03470,41,guys order got cancelled automatically without any reason ...,1.0,negative,order,2026-05-17,english
RV0003393,ZPO0037263,U00839,95,recieved the order with a small change in items 🔥,3.0,neutral,order,2026-02-10,english
RV0001515,ZPO0046634,U00546,93,guys order placement was smooth and everything arrived 😍,4.0,positive,order,13-Jan-2026,english
RV0000266,ZPO0037840,U00854,111,"guys wrong order delivered, this is not what i ordered 💩",1 stars,neg,order,2026-01-18,english
RV0000001,ZPO0008198,U01213,19,"delivery romba late, 10 minutes nu sonninga :) 🤬",5.0,negative,delivery,11/06/2026,tanglish
RV0001452,ZPO0073336,U02204,81,"as usual everything i wanted was in stock, great availability",4.0,positive,inventory,2026-05-04,english
RV0003853,ZPO0036889,U01304,111,"as usual packing rombaaaa mosam, milk leak aagiduchu",2.0,negative,packaging,2026-06-05,tanglish
RV0004657,ZPO0071882,U01142,43,guys the box was torn and items fell out,4.0,negative,packaging,2026-03-18,english
RV0003716,ZPO0022463,U02341,45,"very fresh Suguna Farm Eggs, better than the local shop pls look into this 😊!!",4.0,positive,product,2026-02-05,english
RV0003102,ZPO0069563,U03332,21,once again double payyment happened for the same order !! 👎,2.0,negative,payment,11/03/2026,english
RV0007718,ZPO0064287,U00425,7,"once again worst Garlic i have received, totally rotten kindly resolve",1.0,negative,product,21-Mar-2026,english
RV0006444,ZPO0005162,U01353,7,"seriously order la items missing, very bad",2.0,negative,order,2026-06-22,tanglish
RV0000839,ZPO0045807,U03883,50,"once again packagng is terible, everything was crushed :) 😤",2.0,negative,packaging,2026-05-23,english
RV0000015,ZPO0063110,U02025,29,Half the guava was damaged and unusable 🤬,5.0,negative,product,2026-05-12,english
RV0000327,ZPO0009381,U02562,30,guys order placement was smooth and everything arrived do something about it,5.0,positive,order,2026-01-23,english
RV0003263,ZPO0069714,U03443,71,"hi delivery romba late, 10 minutes nu sonninga 💩",1.0,negative,delivery,2026-02-21,tanglish
RV0004285,ZPO0004666,U02730,69,double payment happened for the same order kindly resolve &nbsp;,1.0,negative,payment,2026-01-20,english
RV0000334,ZPO0022431,U01563,93,"pakaging was excellant, nothing was damaged  visit https://zepto.example/offer for more",5.0,positive,packaging,2026-03-25,english
RV0000009,ZPO0032608,U02644,97,"guys romba fast delivery, thankkkks !!",4.0,positive,delivery,2026-03-12,tanglish
RV0003255,ZPO0067735,U02821,76,Handling fee and platform fee on top of delivery is daylight robbery pls look into this,2.0,negative,pricing,2026-04-03,english
RV0002699,ZPO0033215,U01820,103,"as usual chat support solved my problem immediately, great service do something about it",4.0,positive,customer_support,2026-01-22,english
RV0007148,ZPO0011656,U03664,113,honestly deliverly charge romba adhigam today :),1.0,negative,pricing,2026-04-30,tanglish
RV0001040,ZPO0009912,U01114,96,HELLO ALL ITEMS IN THE ORDER WERE EXACTLY AS SELECTED :)!!!,3.0,positive,order,2026-02-23,english
RV0005427,ZPO0017842,U03281,4,ONCE AGAIN ADVERTISED OFFER WAS NOT APPLIED TO MY ORDER,1.0,negative,offers,2026-04-10,english
RV0006251,ZPO0005739,U03232,15,Team advertised offer was not applied to my order :(,,negative,offers,2026-04-04,english
RV0003863,ZPO0032041,U01363,104,paymmment fail aachu but money cut aayiduchu 😤,2.0,negative,payment,2026-03-16,tanglish
RV0003479,ZPO0003776,U00338,67,"seriously packing romba mooosam, milk leak aagiduchu",2.0,negative,packaging,20-Feb-2026,tanglish
RV0004039,ZPO0077914,U01002,62,once again rider was rude and did not even apologise for being late :)  visit https://zepto.example/offer for more,2.0,negative,delivery,2026-06-20,english
RV0006271,ZPO0022839,U03170,63,  as usual customer care never picks up the call   ,2.0,negative,customer_support,2026-05-08,english
RV0000340,ZPO0018525,U01127,41,"Honestly fragile items packed with heavy items, obviously broke thanks",3.0,negative,packaging,2026-06-20,english
RV0000122,ZPO0033504,U02090,32,seriously super fast delivery even in the rain,4.0,positive,delivery,2026-03-27,english
RV0002374,ZPO0044449,U03203,39,team the Aavin Ghee was really fresh and good quality thanks ❤️,4.0,POSITIVE,product,2026-03-01,english
RV0003136,ZPO0028573,U02968,26,"stock illa always, very annoying :(",2.0,negative,inventory,2026-05-08,tanglish
RV0001091,ZPO0076394,U03951,16,"HELLO SPINACH PAALAK QUALITY IS VERY POOR, THREW IT AWAY THANKS",2.0,negative,product,2026-04-25,english
RV0002313,ZPO0065283,U02319,46,hi half the Suguna Farm Eggs was damaged and unusable,1.0,negative,product,2026-04-08,english
RV0001373,ZPO0056488,U01839,42,"seriously love the new app design, very smooth ...",4.0,positive,app,2026-06-01,english
RV0006238,ZPO0065914,U02182,47,"guys waited so long for delivery, very frustrating",1.0,negative,delivery,2026-01-05,english
RV0001318,ZPO0049308,U00059,10,team the box was torn and items fell out,4.0,negative,packaging,09/05/2026,english
RV0000623,ZPO0017186,U02667,7,"honestly worst delivery experience, never on time :(",1.0,negative,delivery,2026-04-22,english
RV0001420,ZPO0061443,U01410,93,honestly entire order was correct and well packed do something about it,4.0,positive, order ,18/02/2026,english
RV0001542,ZPO0069672,U00015,114,team received the order with a small change in items !! call me on 9876543558,4.0,neutral,order,2026-01-09,english
RV0000035,ZPO0079832,U02310,25,"Pomegranate came in perfect condition, happy with it  visit https://zepto.example/offer for more",5.0,positive,,2026-04-02,english
RV0002665,ZPO0034653,U02321,2,order got cancelledd automatically without any reason kindly resolve,5.0,negative,order,2026-06-13,english
RV0007844,ZPO0045109,U02188,80,once again first time ordering Jaggery here and it is really good :),5.0,positive,product,2026-04-28,english
RV0006838,ZPO0066759,U00639,26,"once again worst experience, uninstalling the app 👎",1.0,negative,others,2026-04-19,english
RV0003800,ZPO0078201,U01250,35,"guys Nandini Curd romba mosam, waste of moeny!!!!!",1.0,negative,product,02/08/2026,tanglish
RV0004587,ZPO0029094,U02428,113,as usual order placement was smooth and everything arrived :),5.0,positive,order,2026-02-11,english
RV0001411,ZPO0014724,U01059,64,hello upi payment stuck and no refund yet pls look into this,1.0,negative,payment,2026-06-04,english
RV0005868,ZPO0050181,U00251,43,honestly generally satisfied with the service kindly resolve 🔥,4.0,positive,others,2026-01-06,english
RV0005745,ZPO0018677,U01465,70,"as usual received the Madhur Sugar, average quality",3.0,neutral,product,2026-05-21,english
RV0003064,ZPO0020611,U02869,21,guys still waiting for my refund after two weeks thanks!!!,4.0,neg, refund ,2026-06-16,english
RV0000890,ZPO0028865,U00370,55,hi handling fee and platform fee on top of dilivery is daylight robbery :(,2.0,negative,pricing,26/05/2026,english
RV0004101,ZPO0072894,U03545,40,"order la items missing, very bad :)",1.0,negative,order,2026-05-12,tanglish
RV0005863,ZPO0064721,U00651,57,hi app keeps hanging when i add items to cart,2.0,negative,app,2026-04-24,english
RV0007359,ZPO0059692,U00950,113,ONCE AGAIN SUPPORRRT AGENT UNDERSTOOD THE ISSUE AND FIXED IT FAST  visit https://zepto.example/offer for more,5.0,positive,customer_support,02/04/2026,english
RV0004167,ZPO0050428,U02224,66,order got cancelled automatically without any reason kindly resolvvvve 👎,1.0,negative,order,2026-01-06,english
RV0004268,ZPO0000136,U00351,18,"hello love the new app design, very smooth do something about it ⭐",4.0,positive,app,2026-05-28,english
RV0002690_DUP,ZPO0008860,U01925,44,"VERY FRESH NANDINI MILK TETRA PACK, BETTER THAN THE LOCAL SHOP PLS LOOK INTO THIS",5.0,positive,product,2026-03-11,english
RV0004988,ZPO0050781,U00645,84,order placement was smooth and everything arrived,3.0,positive,order,2026-05-20,english
RV0000197,ZPO0023372,U02140,86,"as usual Bisleri Mineral Water romba mosam, waste of money do something about it",1.0,negative,product,2026-06-11,tanglish
RV0005954,ZPO0043226,U00288,39,guys prices are about the same as other apps,3.0,neutral,pricing,2026-06-08,english
RV0003893,ZPO0039827,U01562,36,"guys got spoiled Amul Paneer, cannot use it 😤",3.0,negative,product,2026-03-17,english
RV0000416,ZPO0076941,U03715,30,hi prices increased a lot compared to last month pls look into this,1.0,negative,,2026-01-11,english
RV0001859_DUP,ZPO0006941,U03929,13,ONCE AGAIN HALF THE CABBAGE WAS DAMAGED AND UNUSABLE ...,1 stars,negative,product,2026-04-10,english
RV0007587,ZPO0004780,U02723,57,hi refund is under review as per the app !!,2.0,neu,refund,2026-07-01,english
RV0007466,ZPO0042838,U03125,67,"team very fresh Aashirvaad Atta Whole Wheat, better than the local shop",3.0,positive,product,2026-06-17,english
RV0006202,ZPO0068069,U02188,62,"hello Britannia Rusk Toast romba mosam, waste of money",2.0,negative,product,2026-03-15,tanglish
RV0000433,ZPO0051435,U01488,61,hi half the Act II Popcorn Butter was damaged and unusable !!,,negative,product,2026-02-04,english
RV0003019,ZPO0027222,U01565,92,team coupon code did not work at checkout,2.0,negative,offers,15/05/2026,english
RV0003056,ZPO0035371,U01470,91,"seriously waited so long for delivery, very frustrating :(",1.0,negative,delivery,2026-06-21,english
RV0005744,ZPO0039977,U02171,22,COUPON CODE DID NOT WORK AT CHECKOUT PLS LOOK INTO THIS,,negative,offers,2026-05-20,english
RV0003650,ZPO0056408,U03279,67,honestly entire order was correct and well packed pls look into this ⭐,3.0,POSITIVE,order,2026-05-21,english
RV0003791,ZPO0059196,U01630,35,"Nandini Curd expiry date already over, how can you send this pls look into this 💩",1.0,negative,product,2026-03-24,english
RV0007639,ZPO0027418,U03085,33,"as usual packagng was excellant, nothing was damaged thanks",5.0,positive,packaging,2026-03-21,english
RV0001887,ZPO0017738,U03703,50,"once again love the new app design, very smooth kindly resolve 🔥",5.0,Positive,app,2026-04-09,english
RV0006150,ZPO0028283,U01512,114,"got a great disccount with the coupon, very happy thanks",5.0,positive,offers,2026-01-19,english
RV0003222,ZPO0072736,U01631,70,team coupon code did not work at checkout thanks,2.0,negative,offers,2026-02-05,english
RV0007380,ZPO0008514,U03872,52,"hello cannot login, app throws an error every time thanks",1.0,negative,app,2026-02-04,english
RV0001109,ZPO0036900,U02629,48,app crash aagudhu every time i open it do something about it,2.0,negative,app,2026-03-15,tanglish
RV0005975,ZPO0017236,U03777,80,very reasonable pricing for the convenience do something about it!!,5.0,POSITIVE,pricing,2026-06-21,english
RV0004740,ZPO0017363,U02703,80,  seriously delivery person could not find the address and cancelled :(   ,1.0,negative,delivery,2026-02-25,english
RV0006839,ZPO0038031,U02209,109,"hello received the Clinic Plus Shampoo, average quality",3.0,neutral,product,2026-04-04,english
RV0007025,ZPO0057415,U01006,43,"guys got spoiled Amul Lassi Sweet, cannot use it 😤",1.0,negative,product,2026-02-16,english
RV0006581,ZPO0047065,U02829,3,team paymet went through on the second try :(,1.0,Neutral,payment,2026-05-12,english
RV0001979,ZPO0067853,U00837,1,"GUYS WAITED SO LONG FOR DELIVERY, VERY FRUSTRATING !!",1.0,negative,delivery,2026-05-17,english
RV0001196,ZPO0027705,U02574,21,as usual order placement was smooth and everything arrived :(!!!,3.0,positive,order,2026-06-04,english
RV0002754,ZPO0052973,U00296,62,"waited so long for delivery, very frustrating",2.0,negative,delivery,2026-01-17,english
RV0007693,ZPO0066871,U03587,16,as usual the Spinach Palak was really fressh and good quallity,4.0,pos,product,16/06/2026,english
RV0000605,ZPO0078596,U00531,63,hi the product showed available but got cancelled as out of stock,3.0,negative ,inventory,2026-04-26,english
RV0006624,ZPO0003272,U02295,3,very reasonable pricing for the convenience pls look into this,1.0,positive,pricing,2026-02-17,english
RV0000881,ZPO0011134,U02327,4,"hi very fresh Carrot Ooty, better than the local shop thanks ⭐",5.0,positive,product,2026-03-18,english
RV0001220,ZPO0023163,U03979,59,"honestly Cadbury Dairy Milk super quality, family loved it kindly resolve",5.0,positive,product,2026-02-17,english
RV0002826,ZPO0035331,U02386,50,"stock illa always, very annoying",5.0,negative,inventory,2026-04-20,tanglish
RV0004102,ZPO0028221,U00095,92,Team got my refund quickly without any argument,4.0,positive,refund,2026-02-05,english
RV0005528,ZPO0079051,U02572,84,once again money got deducted but order was not placed,1.0,negative,payment,2026-03-26,english
RV0005304,ZPO0006490,U00356,99,super fast delivery even in the rain do something about it 😊,4.0,positive,delivery,2026-04-07,english
RV0007091,ZPO0024718,U02501,48,Seriously handling fee and platform fee on top of delivary is daylight robbery ...,2.0,negative,pricing,2026-04-11,english
RV0002305,ZPO0067058,U02474,5,"Green Chilli was not fresh at all, very disappointed thanks 👎",2.0,negative,product,2026-05-14,english
RV0005897,ZPO0067211,U00141,37,,1.0,negative,offers,2026-05-04,english
RV0007520,ZPO0027732,U00174,16,oncce again app is very easy to use and fast,4.0,positive,app,2026-01-06,english
RV0006187,ZPO0072251,U00033,69,the app crashed during payement kindly resolve,1.0,negative,app,2026-04-20,english
RV0002246,ZPO0006411,U03287,25,"guys packaging is terrible, everything was crushed :)",2,Negative,packaging,2026-04-09,english
RV0005224,ZPO0052689,U01192,100,"seriously waited so long for delivery, very frustrating thanks",1.0,negative,delivery,31/01/2026,english
RV0003108,ZPO0051449,U02176,55,as usual prices increased a lot compared to last month pls look into this,1.0,negative,pricing,2026-01-23,english
RV0001707,ZPO0018326,U00609,73,"  as usual packaging was normal, nothing damaged !!   ",4.0,neutral,packaging,2026-06-12,english
RV0001159,ZPO0041016,U02618,2,"team Onion romba mosam, waste of monnney !! 😠",1.0,negative,product,2026-05-16,tanglish
RV0006147,ZPO0052146,U00233,89,"worst Cadbury Bournvita i have received, totally rotten !!",2.0,negative,product,2026-01-28,english
RV0006085,ZPO0044036,U02995,114,,4.0,negative,inventory,2026-06-11,english
RV0006506,ZPO0071306,U02961,68,seriously refund amount is less than what i paid !!,2.0,negative,refund,2026-05-14,english
RV0006947,ZPO0030012,U03268,28,RAISED A COMPLAINT BUT CUSTOMER SERVICE COMPLETELY IGNORED IT THANKS,1.0,negative,customer_support,2026-03-02,english
RV0004528,ZPO0063004,U00393,93,AS USUAL REFUND CAME BACK TO MY ACCOUNT THE SAME DAY,5.0,positive,refund,2026-05-18,english
RV0004175,ZPO0007974,U00582,111,"honestly very fresh Presto Garbage Bags, better than the local shop thanks call me on 9876582182",0.0,positive,product,2026-06-29,english
RV0005305,ZPO0072094,U00670,110,"Colgate toothpaste ok only, same as any shop pls look into this &nbsp;",3.0,neutral,product,2026-01-10,english
RV0003663,ZPO0058845,U00654,49,"Some items were unavailable, rest were fine do something about it",2.0,neutral,inventory,2026-01-11,english
RV0006977,ZPO0023799,U01206,31,  once again romba fresh ah irundhuchu the Pineapple :) 👍   ,1.0,positive,product,2026-04-16,tanglish
RV0005519,ZPO0054943,U02288,32,"once again packaging was normal, nothing damaged kindly resolveeee",3.0,neutral,packaging,2026-03-05,english
RV0004351,ZPO0025432,U02310,12,customer care never picks up the call 😤!!!,1.0,negative ,customer_support,2026-03-16,english
RV0006495,ZPO0033489,U03163,5,"Hello order was delivered, one item substituted :)",3.0,neutral,order,2026-04-27,english
RV0005065,ZPO0046932,U02359,45,"guys got a great discount with the coupon, very haappy ...",5.0,positive,offers,2026-04-03,english
RV0001783,ZPO0011447,U02596,104,as usual two items missing from my order pls look into this,3.0,negative,order,2026-05-14,english
RV0003215,ZPO0059898,U02653,66,honestly two items missing from my order ...,3.0,negative,order,2026-02-09,english
RV0006217,ZPO0076943,U03810,103,"guys got spoiled Surf Excel Detergent Powder, cannot use it call me on 9876573387",1.0,negative,product,2026-06-12,english
RV0003152,ZPO0033937,U01913,2,hello app is very slow and freezes constantly !!,1.0,negative,app,2026-04-28,english
RV0000905,ZPO0045724,U00331,80,hi romba fresh ah irundhuchu the Jaggery 😍,5.0,positive,,2026-06-10,tanglish
RV0001447,ZPO0078450,U02665,55,"Sunfeast Dark Fantasy romba mosam, waste of money",5.0,negative, product ,2026-04-02,tanglish
RV0007774,ZPO0007937,U00744,90,"once again upi paymet went through instantly, no issues",4.0,positive,payment,19-May-2026,english
RV0002985,ZPO0001931,U02163,109,"as usual membership benefits are good, i order daily thanks",4.0,positive,membership,2026-03-22,english
RV0005240,ZPO0052419,U00543,76,honestly half my order was not delivered and no one informed me do something about it,2 stars,negative,order,2026-01-07,english
RV0005386_DUP,ZPO0004632,U00506,18,"ONCE AGAIN PRICES ARE CHEAPER THAN THE SUPERMARKET, GOOD VALUE KINDLY RESOLVE",4.0,Positive,pricing,2026-04-19,english
RV0005770,ZPO0032612,U03806,104,"hello packing romba mosam, milk leak aagiduchu kindly resolve",2.0,negative,packaging,2026-05-30,tanglish
RV0005310,ZPO0035038,U03063,47,"hello wrong order delivered, this is not what i ordered ...",1.0,negative,order,2026-04-18,english
RV0001785,ZPO0056902,U03248,67,"support romba mosam, nobody replies ...",1.0,Negative,customer_support,2026-06-17,tanglish
RV0001566,ZPO0031562,U01257,98,Hello app crash aagudhu every time i open it kindly resolve,2.0,negative, app ,16-Mar-2026,tanglish
RV0004051,ZPO0001739,U01807,38,"  once again chat support solved my problem immediately, great service   ",5.0,positive,customer_support,16/01/2026,english
RV0003342,ZPO0038985,U03228,45,hello upi payment stuck and no refund yet ... 👎,1.0,negative,payment,03-Jun-2026,english
RV0007803,ZPO0054855,U01298,92,"as usual waited so long for delivery, very frustrating pls look into this 😤",1.0,negative,delivery,2026-04-18,english
RV0005757,ZPO0039221,U01820,1,hi refudn came back to my account the same day kindly resolve!!!,3.0,positive,refund,2026-04-08,english
RV0004363,ZPO0039556,U00605,17,,3.0,neutral,order,2026-05-13,english
RV0007950,ZPO0035282,U03933,99,HONESTLY APP CRASH AAGUDHU EVERY TIME I OPEN IT :(,5.0,negative,app,2026-03-30,tanglish
RV0005040,ZPO0064079,U03573,12,AS USUAL RIDER WAS RUDE AND DID NOT EVEN APOLOGISE FOR BEING LATE :( 😠!!,1.0,negative ,delivery,2026-06-08,english
RV0007813,ZPO0015092,U00982,70,"always find what i need, good stock levels",1.0,positive,inventory,2026-04-27,english
RV0002761,ZPO0064624,U01399,35,hello half the Nandini Curd was damaged and unusable,1.0,neg,product,2026-06-05,english
RV0002795,ZPO0033459,U00295,83,hi app search works really well now :(,5.0,positive,app,2026-01-29,english
RV0003942,ZPO0015959,U02854,34,"some items were unavailable, rest were fine :(",3.0,neutral,inventory,2026-03-05,english
RV0007964,ZPO0026838,U00105,8,"PACKAGING IS TERRIBLE, EVERYTHING WAS CRUSHED KINDLY RESOLVE",2.0,negative,packaging,12/02/2026,english
RV0003529,ZPO0067176,U03127,103,seriously very reasonable pricing for the convenience,3.0,positive,pricing,05/03/2026,english
RV0007244,ZPO0011898,U02703,106,VERY REASONABLE PRICING FOR THE CONVENIENCE THANKS,4.0, positive,pricing,09/02/2026,english
RV0002454,ZPO0025820,U00299,33,Team delivery charge is too high for a small order :),2.0,negative,pricing,2026-01-14,english
RV0007842,ZPO0067621,U01003,45,the Suguna Farm Eggs was stale and smelled bad ...,1.0,negative,product,2026-02-05,english
RV0004880,ZPO0021784,U02720,1,once again order said 10 minutes but came after an hour thanks,3,negative,delivery,2026-04-29,english
RV0006862,ZPO0018685,U03492,36,"guys worst Amul Paneer i have received, totally rotten",1.0,negative,product,2026-01-14,english
RV0006226,ZPO0021693,U00795,6,"seriously received the Ginger, average quality ...",3.0,neutral,product,17/02/2026,english
RV0006023,ZPO0057340,U01827,94,"McCain Aloo Tikki was not fresh at all, very disappointed kindly resolve &nbsp;",1.0,negative,product,2026-01-13,english
RV0004777,ZPO0019242,U01234,39,"once again app is okay, could be faster thanks",3.0,neutral,app,2026-06-20,english
RV0000255,ZPO0063973,U02721,110,"AS USUAL COLGATE TOOTHPASTE QUALITY IS VERY POOR, THREW IT AWAY PLS LOOK INTO THIS",1.0,negative,PRODUCT,2026-04-26,english
RV0005607,ZPO0072545,U00355,47,"once again Keggssss Brown Eggs qualiy is very poor, threw it away ... call me on 9876520703",1.0,negative,product,2026-04-29,english
RV0001114,ZPO0038351,U02042,67,  once again very reasonable pricing for the convenience :( 😊   ,3.0,positive,pricing,2026-05-05,english
RV0002408,ZPO0036205,U00422,111,"packaging is terible, everything was crushed kindly resolve",2,negative,packaging,2026-04-08,english
RV0002375,ZPO0006894,U02531,39,guys delivery charge romba adhigam today kindly resolve,2.0,negative,pricing,2026-03-08,tanglish
RV0000222,ZPO0045717,U01094,85,"team order was delivered, one item substituted pls look into this",3.0,Neutral,order,2026-01-10,english
RV0000268,ZPO0016055,U02329,58,honestly why was i charged a surge fee at 8pm :),1.0,negative,pricing,2026-04-16,english
RV0000108,ZPO0039980,U01993,90,"seriously received the Red Bull Red Bull, average qality do something about it",3.0,neutral,product,2026-06-27,english
RV0007834,ZPO0044173,U02409,104,delivary guyyy was very courteous and helpful do something about it 👍,5.0,positive,delivery,2026-05-10,english
RV0001227,ZPO0065402,U00644,10,guys order said 10 minutes but came after an hour kindly resolve,1.0,negative,delivery,2026-02-28,english
RV0006204,ZPO0044279,U00396,66,the Tata Sampann Moong Dal was stale annd smelled bad,3.0,negative,product,2026-01-04,english
RV0004811,ZPO0021608,U01850,27,team Watermelon is fine i guess kindly resolve,3.0,neutral,product,2026-01-14,english
RV0004465,ZPO0052786,U00552,10,delivery charge romba adhigam today do something about it,2.0,negative,pricing,2026-03-07,tanglish
RV0007459,ZPO0015856,U01785,72,seriously upi payment stuck and no reffund yet :(,1.0,negative,payment,2026-06-06,english
RV0001513,ZPO0014740,U02794,93,hi rider was rude and did not even apologise for being late kindly resolve,1.0,negative,delivery,2026-01-07,english
RV0007086,ZPO0053786,U02970,65,"hi worst experience, uninstalling the app :)",1.0,negative,others,2026-01-09,english
RV0004846,ZPO0004999,U00733,24,seriously order said 10 minutes but came after an hour pls look into this,1.0,negative,delivery,23-May-2026,english
RV0002115,ZPO0013865,U01294,110,"Colgate Toothpaste quality is superb, will order again do something about it ❤️",4.0,positive, product ,2026-01-10,english
RV0000304,ZPO0000512,U03811,45,payment process is very smooth and quick,4.0,positive,payment,2026-01-30,english
RV0006771,ZPO0003056,U03485,98,"honestly support romba mosam, nobody repliies pls look into this 🤬",2.0,negative,customer_support,2026-05-05,tanglish
RV0004252,ZPO0057007,U01942,100,once again reffffund is under review as per the app &nbsp;,3.0,neutral,refund,2026-05-07,english
RV0006128,ZPO0071602,U01546,101,"seriously cashback was credited imediately, nice pls look into this",4.0,POSITIVE,offers,2026-06-19,english
RV0002088,ZPO0015066,U02350,93,"hello packaging was normal, nothing damaged ...",3.0,neutral,packaging,2026-01-23,english
RV0004608,ZPO0017620,U00551,82,"waited so long for delivery, very frustrating pls look into this",1.0,neg,delivery,2026-04-19,english
RV0001211,ZPO0044607,U00371,60,hi refund is under review as per the app ...!!!,3.0,neutral,refund,15/01/2026,english
RV0001787,ZPO0053054,U02323,96,seriously gott my refund quickly without any argument,4.0,positive,refund,2026-02-24,english
RV0002281,ZPO0038794,U00841,91,payment process is very smooth and quick pls look into this!!,4.0,POSITIVE,payment,2026-03-04,english
RV0006142,ZPO0036521,U00680,20,hi rider was rude and did not even apologise for being late 🤬,2.0,negative,delivery,2026-03-15,english
RV0000528,ZPO0078390,U02209,44,HI DELIVERY CHARGE IS TOO HIGH FOR A SMALL ORDER :),3.0,negative,pricing,2026-03-13,english
RV0001437,ZPO0009950,U03649,15,Order placement was smooth and everything arrived do something about it,1.0,positive,order,2026-02-14,english
RV0002167,ZPO0056821,U00571,78,"hi app is okay, could be faster",4.0,neutral,app,2026-06-15,english
RV0006276,ZPO0074849,U03101,51,"team refudn request raised, waiting for update 👍  visit https://zepto.example/offer for more",3.0,neutral,refund,2026-01-06,english
RV0007711,ZPO0004853,U02473,3,"hi Potato expiry date already over, how can you send this 👎",2,negative,product,2026-03-26,english
RV0000377,ZPO0002330,U02399,12,"hi delivered in 8 minutes, very fast pls look into this",5.0,positive,delivery,2026-01-07,english
RV0001870,ZPO0045297,U02008,42,honestly the rider left the order outside without telling me !!,3.0,negative,delivery,2026-02-19,english
RV0007032,ZPO0044709,U03054,95,"team prices are cheaper than the supermarket, good value",4.0,positive,pricing,2026-02-08,english
RV0004221,ZPO0070353,U02106,72,"refund was processed within a few hours, very impressed :)  visit https://zepto.example/offer for more",3.0,positive,refund,2026-01-29,english
RV0007107,ZPO0009924,U02311,67,hello handling fee and platform fee on top of delivery is daylight robbery thanks,2.0,negative,pricing,2026-04-27,english
RV0003978,ZPO0052804,U01285,51,"Kurkure Kurkure Masala Munch romba mosam, waste of money",1.0,Negative,product,2026-01-07,tanglish
RV0000756,ZPO0043524,U03223,64,order said 10 minuts but came after an hour,1.0,negative,delivery,2026-02-09,english
RV0003012,ZPO0032804,U03514,42,as usual order saiddd 10 minutes but came after an hour ...,1.0,negative ,delivery,2026-06-16,english
RV0000292,ZPO0045712,U01622,62,"seriously delevery boy called before coming, very professional ... &nbsp;",1,positive,delivery,2026-04-06,english
RV0002003,ZPO0039964,U02960,8,stock is never available during peak hours kindly resolve,1.0,negative,inventory,2026-03-06,english
RV0004675,ZPO0046039,U00443,27,seriously curd packet was leaking and the whole bag was wet 🤬,1.0,negative,packaging,16/02/2026,english
