store_lat,store_lon,delivery_zone,city,city_tier,customer_lat,customer_lon,distance_km,road_type,traffic_index,rainfall_mm,weather_condition,hour,weekday,peak_hour_flag,weekend_flag,festival_day_flag,item_count,order_amount,order_weight_kg,membership_type,demand_level,vehicle_type,rider_experience_months,current_rider_load,rider_rating,previous_acceptance_rate,rider_earnings_today,current_incentive,delivery_charge,delivery_time_minutes,rider_accepted,order_month,order_year
19.065715,72.902957,MUM-Z08,mumbai,1,19.043704,72.900187,2.465,arterial,0.8519,0.89,light_rain,19,6,1,1,0,4,139.36,5.658,none,high,scooter,20.5,0,4.58,0.599,2692.03,57.85,88.08,26.44,0,June,2026
17.336723,78.506211,HYD-Z04,hyderabad,1,17.325371,78.505017,1.269,narrow_lane,0.782,0.0,clear,9,6,1,1,0,4,238.13,1.521,none,low,bike,9.3,0,4.65,0.767,961.76,40.23,48.62,18.6,1,February,2026
13.028598,77.544217,BEN-Z07,bengaluru,1,13.015886,77.563781,2.548,arterial,0.3379,0.0,clear,14,3,0,0,0,8,165.61,1.356,none,low,bike,4.6,2,4.59,0.685,828.48,33.5,39.01,25.76,1,January,2026
13.028598,77.544217,BEN-Z07,bengaluru,1,13.021933,77.551872,1.112,narrow_lane,0.9579,0.0,clear,12,5,1,1,0,4,127.07,1.226,pass_plus,high,bike,14.0,0,4.41,0.607,540.93,37.59,40.58,19.62,1,February,2026
12.956562,77.54897,BEN-Z12,bengaluru,1,12.969296,77.552562,1.468,highway,0.3852,0.0,clear,18,1,0,0,0,12,291.81,9.197,pass,low,bike,30.3,3,4.12,0.47,760.62,31.21,52.71,21.67,1,February,2026
13.107689,80.288533,CHE-Z11,chennai,1,13.145694,80.278022,4.377,arterial,0.7344,9.23,moderate_rain,20,1,1,0,0,2,35.0,0.519,pass,medium,ev_bike,23.4,2,4.09,0.466,400.79,102.62,74.35,42.93,0,April,2026
28.636198,77.200089,DEL-Z09,delhi ncr,1,28.627488,77.203408,1.021,residential,0.6892,0.0,clear,19,2,1,0,0,6,127.76,0.859,none,high,bicycle,27.9,1,4.49,0.655,1596.89,36.97,58.29,22.48,1,April,2026
17.339546,78.362421,HYD-Z02,hyderabad,1,17.303366,78.361529,4.024,highway,0.4102,0.0,clear,17,3,0,0,0,2,35.0,3.125,pass,low,bike,9.1,3,4.27,0.929,2466.07,37.94,60.85,24.06,0,June,2026
19.152033,72.838243,MUM-Z10,mumbai,1,19.139012,72.823236,2.14,narrow_lane,0.6687,0.0,clear,19,5,1,1,0,20,971.63,4.909,none,high,scooter,7.4,1,4.61,0.825,430.81,42.18,46.28,37.36,1,April,2026
13.005784,77.598458,BEN-Z11,bengaluru,1,12.993156,77.6159,2.354,arterial,0.4298,0.0,clear,14,5,0,1,0,1,35.0,0.15,none,medium,scooter,6.4,2,4.99,0.531,1317.1,32.63,57.52,23.34,0,April,2026
19.116791,72.774727,MUM-Z04,mumbai,1,19.102914,72.789126,2.161,residential,0.575,0.0,clear,10,1,0,0,0,1,45.25,0.809,pass,low,bike,25.2,3,4.34,0.412,688.31,38.95,50.21,24.54,1,May,2026
19.017886,72.806471,MUM-Z01,mumbai,1,19.036029,72.797454,2.229,highway,0.6999,0.0,clear,21,2,1,0,0,5,188.56,1.088,pass_plus,high,bike,20.8,1,3.93,0.855,909.18,42.64,39.75,17.14,1,April,2026
13.09369,80.301218,CHE-Z01,chennai,1,13.115325,80.284024,3.042,arterial,0.6562,0.0,clear,20,0,1,0,1,6,126.93,1.312,none,high,ev_bike,17.8,0,4.63,0.695,1271.93,79.74,82.14,24.56,1,March,2026
13.09369,80.301218,CHE-Z01,chennai,1,13.08962,80.285622,1.749,narrow_lane,0.6546,3.61,light_rain,12,0,1,0,0,2,90.34,0.363,pass_plus,high,bike,6.2,2,4.35,0.397,765.69,54.82,44.64,26.38,1,March,2026
10.804546,78.81794,TRI-Z03,trichy,3,10.791489,78.818688,1.454,highway,0.2543,0.0,clear,11,0,0,0,0,5,197.07,1.04,none,low,ev_bike,11.2,0,4.58,0.523,724.09,29.06,28.27,12.98,1,May,2026
10.981957,77.020962,COI-Z01,coimbatore,2,10.997331,77.025107,1.768,residential,0.8645,0.0,clear,21,6,1,1,0,2,80.93,1.877,pass,high,bike,20.9,0,4.44,0.785,411.84,41.27,46.64,15.11,1,April,2026
19.116791,72.774727,MUM-Z04,mumbai,1,19.119558,72.811583,3.884,arterial,0.7459,0.0,clear,13,4,1,0,0,14,624.81,12.422,none,low,bike,3.7,2,4.4,0.659,790.47,65.68,92.06,43.36,1,April,2026
19.152033,72.838243,MUM-Z10,mumbai,1,19.172011,72.822915,2.744,residential,0.4858,0.0,clear,17,5,0,1,0,5,152.49,2.614,none,medium,ev_bike,12.4,0,4.14,0.593,1488.04,46.19,45.93,25.15,0,January,2026
17.454751,78.45571,HYD-Z03,hyderabad,1,17.447535,78.489528,3.676,residential,0.7258,0.0,clear,9,6,1,1,0,4,109.58,2.336,none,high,scooter,12.3,3,4.42,0.558,382.24,51.89,86.9,38.23,0,March,2026
28.65611,77.243342,DEL-Z12,delhi ncr,1,28.663345,77.259042,1.73,arterial,0.6294,0.0,clear,8,0,1,0,0,4,220.21,1.323,none,high,bike,10.1,2,4.41,0.658,396.91,40.98,54.18,20.46,1,May,2026
12.985599,77.595719,BEN-Z09,bengaluru,1,12.955184,77.61535,3.995,arterial,0.3578,0.0,clear,22,4,0,0,0,1,56.5,0.444,pass,low,bike,6.5,0,5.0,0.541,456.63,33.64,57.33,20.31,0,January,2026
10.804546,78.81794,TRI-Z03,trichy,3,10.785987,78.820389,2.0809312154735915,residential,0.2907,0.0,clear,4,0,0,0,0,4,53.58,2.71,pass,low,bike,7.5,2,4.77,0.643,1039.48,25.26,34.99,17.35,0,February,2026
19.152033,72.838243,MUM-Z10,mumbai,1,19.149464,72.815797,2.375,arterial,0.713,0.0,clear,9,3,1,0,0,11,934.21,1.796,none,low,scooter,31.4,0,4.04,0.738,1601.2,50.13,41.31,25.84,0,April,2026
12.967574,77.540858,BEN-Z05,bengaluru,1,12.974548,77.527311,1.66,arterial,0.4747,0.0,clear,15,2,0,0,0,3,111.49,1.179,none,low,ev_bike,28.7,0,4.88,0.645,1467.18,24.6,46.3,14.67,0,February,2026
12.967086,77.602738,BEN-Z08,bengaluru,1,12.975816,77.592132,1.504,highway,0.5777,0.0,clear,21,1,1,0,0,2,111.18,0.34,pass_plus,medium,bike,3.7,3,4.59,0.876,2609.46,45.48,39.66,22.22,1,April,2026
17.432337,78.531114,HYD-Z07,hyderabad,1,17.421322,78.503096,3.215,residential,0.4043,0.0,clear,14,0,0,0,0,2,125.86,0.15,none,low,scooter,55.2,3,4.73,0.672,639.67,46.4,61.02,27.31,1,May,2026
28.64713,77.233083,DEL-Z05,delhi ncr,1,28.604195,77.234921,4.778,residential,0.8295,0.0,clear,21,3,1,0,0,3,35.0,1.07,none,medium,scooter,29.0,1,4.53,0.449,2332.17,67.23,83.1,45.06,0,June,2026
10.723746,78.740815,TRI-Z04,trichy,3,10.739974,78.745266,1.869,arterial,0.656,0.0,clear,21,0,1,0,1,2,35.0,0.291,pass,high,bike,24.6,3,4.17,0.738,698.4,63.58,43.6,18.77,1,March,2026
12.913579,77.605083,BEN-Z06,bengaluru,1,12.902029,77.595367,1.661,arterial,0.6362,0.0,clear,23,5,0,1,0,9,607.84,3.967,none,high,ev_bike,4.1,1,4.61,0.945,1256.37,32.2,35.87,20.28,1,April,2026
19.073551,72.808853,MUM-Z02,mumbai,1,19.041171,72.815295,3.664,narrow_lane,0.5887,0.0,clear,20,3,1,0,0,4,100.91,3.396,none,medium,ev_bike,13.5,0,4.47,0.889,1145.73,73.92,79.66,43.05,1,May,2026
10.775166,78.674909,TRI-Z02,trichy,3,10.697214,78.661917,8.783,residential,0.6796,0.0,clear,9,3,1,0,1,5,239.78,1.063,none,high,bike,35.9,1,4.82,0.701,1690.73,123.1,152.59,48.63,0,January,2026
19.036485,72.873597,MUM-Z03,mumbai,1,19.01769,72.867878,2.175,arterial,0.3936,0.0,clear,16,1,0,0,0,4,166.2,1.796,pass_plus,low,bike,10.7,2,4.56,0.674,656.35,38.0,34.35,23.1,1,June,2026
12.972781,77.610699,BEN-Z14,bengaluru,1,12.980586,77.595062,1.904,residential,0.6805,0.0,clear,13,6,1,1,0,6,606.98,1.698,pass,medium,bike,12.7,3,4.59,0.789,1153.99,41.76,28.45,27.8,1,April,2026
13.028598,77.544217,BEN-Z07,bengaluru,1,13.066721,77.554549,4.384,residential,0.602,0.0,clear,13,0,1,0,0,12,1146.02,7.95,none,high,bike,21.2,2,4.22,0.923,845.69,84.69,84.27,41.17,1,January,2026
19.017886,72.806471,MUM-Z01,mumbai,1,19.00162,72.816736,2.106,residential,0.5625,0.0,clear,19,0,1,0,0,4,134.65,1.274,none,high,bike,17.5,1,4.27,0.571,3076.6,44.92,65.67,24.17,1,June,2026
28.562492,77.247599,DEL-Z04,delhi ncr,1,28.596921,77.281659,5.071,residential,0.3211,0.0,clear,18,3,0,0,0,4,35.0,1.476,none,low,bike,21.3,0,4.36,0.823,478.47,74.56,74.02,32.58,1,May,2026
13.065923,77.533601,BEN-Z10,bengaluru,1,13.038267,77.502544,4.558,highway,0.6934,0.0,clear,9,0,1,0,0,3,183.13,0.88,pass,low,bike,23.6,3,4.52,0.906,574.44,67.22,57.82,29.41,1,June,2026
9.934766,78.175925,MAD-Z06,madurai,3,9.924664,78.129811,5.174,residential,0.2746,0.0,clear,15,1,0,0,0,4,120.72,1.747,none,medium,bike,13.5,2,3.97,0.786,1185.69,43.05,76.54,30.51,0,June,2026
13.005784,77.598458,BEN-Z11,bengaluru,1,13.00342,77.587756,1.189,residential,0.3345,0.0,clear,10,0,0,0,0,1,49.85,0.748,none,low,scooter,22.5,2,4.42,0.779,1353.56,22.4,51.26,16.35,0,April,2026
13.050043,80.200144,CHE-Z08,chennai,1,13.043927,80.229368,3.238,residential,0.7036,0.0,light_rain,21,4,1,0,0,4,131.81,4.061,pass,low,scooter,13.5,2,4.66,0.973,176.76,56.14,65.82,33.56,1,April,2026
13.028598,77.544217,BEN-Z07,bengaluru,1,13.025829,77.524421,2.167,arterial,0.7057,0.0,light_rain,8,2,1,0,0,7,111.54,1.778,none,low,ev_bike,6.8,3,4.69,0.724,1125.07,51.05,55.68,28.33,1,February,2026
13.08345,80.279958,CHE-Z03,chennai,1,13.066972,80.274718,1.918,residential,0.5913,0.0,clear,9,2,1,0,0,4,35.0,0.574,pass,low,bike,5.9,1,4.46,0.833,957.13,39.79,53.77,20.4,1,April,2026
13.08345,80.279958,CHE-Z03,chennai,1,13.06966,80.298601,2.535,arterial,0.5777,0.0,clear,11,2,0,0,0,5,319.3,1.796,pass,medium,bike,24.7,1,4.52,0.737,1026.01,27.27,32.21,18.1,1,February,2026
13.057686,80.254649,CHE-Z05,chennai,1,13.049939,80.258537,0.959,arterial,0.4345,0.0,clear,18,5,0,1,0,4,108.97,0.408,none,low,bike,8.3,0,4.37,0.901,1079.41,23.11,48.85,10.65,1,June,2026
19.116791,72.774727,MUM-Z04,mumbai,1,19.155347,72.74139,5.536,arterial,0.643,3.64,light_rain,19,4,1,0,0,5,185.09,3.285,pass,medium,bicycle,8.2,1,4.9,0.79,726.52,101.13,72.89,76.77,0,March,2026
28.64713,77.233083,DEL-Z05,delhi ncr,1,28.652551,77.2346,0.621,highway,0.3148,0.0,clear,2,0,0,0,0,9,222.09,5.027,none,low,ev_bike,5.1,3,4.13,0.724,413.06,16.69,34.35,17.61,1,May,2026
19.065715,72.902957,MUM-Z08,mumbai,1,19.057762,72.907293,0.995,arterial,0.8787,10.82,moderate_rain,12,0,1,0,0,4,179.77,1.208,none,medium,bike,35.7,0,3.96,0.928,338.87,60.7,63.03,15.56,1,February,2026
12.319566,76.674223,MYS-Z05,mysuru,3,12.325101,76.669196,0.823,arterial,0.6473,0.0,clear,19,1,1,0,0,11,223.27,6.221,pass,high,scooter,18.3,3,4.12,0.641,3563.37,34.71,37.61,17.69,1,March,2026
17.381103,78.458627,HYD-Z11,hyderabad,1,17.377441,78.448404,1.159,arterial,0.7389,0.0,light_rain,13,6,1,1,0,3,40.23,1.934,none,low,bike,17.0,3,4.45,0.685,2345.94,43.84,54.26,21.69,1,April,2026
17.454751,78.45571,HYD-Z03,hyderabad,1,17.469028,78.456701,1.591,narrow_lane,0.382,0.0,clear,22,4,0,0,0,5,292.9,1.032,none,low,ev_bike,16.6,0,4.45,0.597,4200.0,23.02,39.15,18.25,0,May,2026
19.017886,72.806471,MUM-Z01,mumbai,1,18.991252,72.751377,6.505,residential,0.7794,0.0,clear,13,5,1,1,0,3,35.0,0.682,none,high,bike,16.0,0,4.57,0.631,3168.91,78.29,113.46,56.21,0,April,2026
28.65611,77.243342,DEL-Z12,delhi ncr,1,28.679522,77.233548,2.773,residential,0.5769,0.0,clear,15,1,0,0,0,3,82.7,1.105,none,medium,bike,3.3,3,4.63,0.663,2157.39,32.16,61.61,30.59,0,April,2026
28.604165,77.10169,DEL-Z06,delhi ncr,1,28.580373,77.068137,4.211,arterial,0.3507,0.0,clear,23,2,0,0,0,8,99.14,1.624,pass,low,scooter,28.6,0,4.88,0.854,1316.05,55.84,65.36,24.6,0,April,2026
10.972085,76.949985,COI-Z07,coimbatore,2,10.955327,76.986153,4.366,narrow_lane,0.3898,0.0,clear,15,6,0,1,0,14,465.56,3.995,none,low,bicycle,13.1,1,4.01,0.721,1259.34,66.57,31.33,50.67,0,March,2026
28.636198,77.200089,DEL-Z09,delhi ncr,1,28.646857,77.199852,1.185,arterial,0.3139,0.0,clear,22,3,0,0,0,5,119.05,0.15,pass_plus,medium,scooter,12.6,3,4.29,0.749,1358.47,22.05,38.28,21.56,0,April,2026
19.017356,72.852547,MUM-Z11,mumbai,1,18.964664,72.814779,7.078,residential,0.6495,0.0,clear,19,2,1,0,0,19,1734.67,2.816,none,high,scooter,22.5,2,4.12,0.775,1889.57,112.47,98.11,59.37,0,April,2026
13.065923,77.533601,BEN-Z10,bengaluru,1,13.068123,77.525464,0.915,residential,0.3766,0.0,clear,16,4,0,0,0,2,89.47,1.826,none,low,bike,18.5,0,4.32,0.874,1317.65,21.02,42.46,11.97,1,April,2026
13.168793,80.215619,CHE-Z12,chennai,1,13.165675,80.194491,2.314,residential,0.5777,4.89,light_rain,20,0,1,0,0,4,256.69,2.077,none,medium,ev_bike,4.9,1,4.2,0.692,1021.32,69.16,48.68,25.38,1,January,2026
13.04181,80.181067,CHE-Z02,chennai,1,13.054843,80.190955,1.802,highway,0.9553,0.0,clear,12,6,1,1,0,7,253.74,8.385,none,high,bike,13.5,1,4.29,0.897,1362.33,49.88,63.99,19.58,1,June,2026
19.037544,72.814437,MUM-Z09,mumbai,1,19.03765,72.835171,2.179,residential,0.2442,0.0,clear,15,0,0,0,0,7,141.65,2.646,pass_plus,medium,bike,18.0,1,4.81,0.694,743.06,26.36,44.44,22.22,1,April,2026
9.938364,78.219125,MAD-Z05,madurai,3,9.937077,78.188966,3.306,highway,0.5129,0.0,clear,9,0,1,0,0,10,106.61,4.455,pass,low,bike,12.6,0,4.33,0.861,1763.99,67.69,49.49,18.49,1,June,2026
19.068656,72.88234,MUM-Z06,mumbai,1,19.054395,72.890033,1.78,narrow_lane,0.3841,6.07,moderate_rain,11,4,0,0,0,4,201.49,0.748,pass,low,bike,13.5,1,4.66,0.324,853.51,48.67,45.65,22.17,1,June,2026
28.562492,77.247599,DEL-Z04,delhi ncr,1,28.537016,77.264899,3.299,narrow_lane,0.4679,0.0,clear,10,6,0,1,0,6,151.06,4.379,none,medium,bike,8.5,2,4.79,0.835,320.7,51.56,56.8,35.97,1,April,2026
17.336723,78.506211,HYD-Z04,hyderabad,1,17.36148,78.513082,2.848,arterial,0.7521,0.0,clear,19,3,1,0,0,4,182.16,0.15,pass,low,ev_bike,21.2,0,4.71,0.503,1011.08,56.85,42.03,25.93,1,April,2026
11.047512,76.985832,COI-Z06,coimbatore,2,11.067606,76.972776,2.65,highway,0.1918,0.0,clear,18,1,0,0,0,7,78.57,2.869,pass,low,bike,8.8,0,4.51,0.736,2496.6,27.82,38.26,13.37,0,May,2026
13.009524,77.554209,BEN-Z01,bengaluru,1,13.047383,77.548116,4.261,arterial,0.615,0.0,clear,8,4,1,0,0,9,213.47,3.002,none,medium,scooter,9.6,1,4.61,0.676,540.63,65.31,73.58,37.48,0,February,2026
13.137892,80.313144,CHE-Z04,chennai,1,13.151214,80.337234,3.0,arterial,0.8348,0.0,clear,19,6,1,1,0,1,35.0,0.189,none,high,bike,27.9,2,4.96,0.613,512.83,61.34,65.68,26.86,1,May,2026
13.04181,80.181067,CHE-Z02,chennai,1,13.064896,80.195143,2.986,arterial,0.6646,0.0,clear,12,2,1,0,0,4,94.64,1.796,none,high,scooter,10.6,2,4.12,0.743,835.52,44.27,75.7,25.61,0,April,2026
17.386907,78.380612,HYD-Z05,hyderabad,1,17.380711,78.378449,0.726,arterial,0.4375,0.0,clear,22,4,0,0,0,7,70.64,4.807,none,high,scooter,25.9,2,4.31,0.845,1449.04,16.89,54.9,15.28,1,June,2026
13.09369,80.301218,CHE-Z01,chennai,1,13.076598,80.320879,2.854,residential,0.3768,0.0,clear,18,4,0,0,0,2,70.21,0.842,none,medium,scooter,13.5,0,4.46,0.877,584.99,39.09,55.16,24.03,1,March,2026
12.967086,77.602738,BEN-Z08,bengaluru,1,12.978034,77.607054,1.304,residential,0.6546,0.0,clear,21,0,1,0,1,9,120.7,0.994,none,high,scooter,16.2,3,4.35,0.785,708.05,63.16,74.62,26.33,1,March,2026
10.778072,78.711051,TRI-Z05,trichy,3,10.79654,78.733127,3.167,arterial,0.618,0.0,clear,12,0,1,0,0,6,212.54,2.795,none,low,bike,26.5,1,4.57,0.573,517.36,55.58,38.81,22.75,1,June,2026
12.989196,80.282597,CHE-Z09,chennai,1,12.997606,80.281693,0.94,residential,0.7404,0.0,clear,21,5,1,1,0,2,73.42,1.332,none,medium,bike,13.5,1,4.39,0.737,296.42,37.41,51.94,14.08,1,May,2026
13.009524,77.554209,BEN-Z01,bengaluru,1,13.02601,77.555887,1.842,residential,0.7667,0.89,light_rain,12,5,1,1,0,1,37.92,0.564,none,low,scooter,27.7,1,5.0,0.776,1185.42,42.94,58.38,20.3,1,January,2026
13.137892,80.313144,CHE-Z04,chennai,1,13.152703,80.29825,2.305,residential,0.6289,0.0,clear,19,4,1,0,0,10,533.09,16.507,none,medium,bike,11.7,1,4.62,0.578,756.5,42.85,85.38,27.84,1,April,2026
19.045278,72.894492,MUM-Z05,mumbai,1,19.046591,72.850395,4.637,arterial,0.3101,0.0,clear,7,4,0,0,0,6,182.22,3.733,pass_plus,low,scooter,16.4,1,4.46,0.684,1205.13,58.28,46.28,31.45,0,May,2026
13.065923,77.533601,BEN-Z10,bengaluru,1,13.089698,77.54014,2.737,residential,0.4375,0.0,clear,14,6,0,1,0,8,272.69,3.69,none,low,bike,30.6,1,4.7,0.554,1491.74,46.63,44.49,24.24,0,May,2026
9.934766,78.175925,MAD-Z06,madurai,3,9.939479,78.19631,2.293,highway,0.475,2.09,light_rain,22,6,0,1,0,8,376.79,4.418,pass,medium,bike,7.3,0,4.72,0.884,2105.98,41.19,15.73,11.8,1,April,2026
28.636198,77.200089,DEL-Z09,delhi ncr,1,28.635262,77.215544,1.512,residential,0.7264,0.0,clear,9,4,1,0,0,10,99.14,3.43,none,medium,bike,14.3,1,4.3,0.917,1118.77,45.69,61.01,21.64,1,March,2026
28.65611,77.243342,DEL-Z12,delhi ncr,1,28.664177,77.216284,2.788,highway,0.9092,1.75,light_rain,13,6,1,1,0,5,309.91,1.193,pass_plus,high,bike,22.2,2,4.6,0.429,180.95,61.74,32.02,29.05,1,May,2026
28.667966,77.154585,DEL-Z08,delhi ncr,1,28.654936,77.174492,2.423,residential,0.5777,0.0,clear,6,5,0,1,0,5,131.97,3.67,none,high,scooter,13.2,3,4.32,0.82,412.81,31.11,52.52,27.84,1,February,2026
12.989196,80.282597,CHE-Z09,chennai,1,12.867831,80.24876,13.985,highway,0.3025,0.0,clear,11,3,0,0,0,2,132.75,0.639,none,medium,bike,37.2,2,4.46,0.598,268.09,189.82,175.78,39.61,0,March,2026
19.020807,72.870459,MUM-Z12,mumbai,1,19.027944,72.849644,2.328,residential,0.7279,0.0,clear,21,5,1,1,0,5,149.16,1.329,none,medium,ev_bike,9.8,3,3.97,0.544,1376.33,48.13,54.82,33.15,0,May,2026
12.999763,77.568869,BEN-Z03,bengaluru,1,12.998204,77.582266,1.462,arterial,0.3553,0.0,clear,17,2,0,0,0,4,113.86,1.635,none,low,bike,12.9,2,4.13,0.303,1429.11,22.69,43.45,16.87,0,January,2026
9.875458,78.128042,MAD-Z02,madurai,3,9.888319,78.083582,5.076,arterial,0.6626,0.0,clear,12,6,1,1,0,4,176.6,0.62,none,high,scooter,20.8,1,4.64,0.873,214.66,81.71,69.43,29.84,1,January,2026
13.137892,80.313144,CHE-Z04,chennai,1,13.147401,80.321729,1.408,residential,0.6124,0.0,clear,12,3,1,0,0,3,107.05,1.32,none,low,bike,17.2,1,4.65,0.888,2312.63,45.95,51.36,15.82,1,January,2026
11.047512,76.985832,COI-Z06,coimbatore,2,11.046822,76.975094,1.174,residential,0.6855,0.0,light_rain,19,3,1,0,0,10,87.95,1.796,none,high,scooter,22.4,0,4.51,0.559,596.6,42.39,55.93,16.29,1,June,2026
12.989196,80.282597,CHE-Z09,chennai,1,12.98401,80.269511,1.531,arterial,0.7867,0.0,clear,13,6,1,1,0,7,192.34,3.611,none,medium,bike,46.6,2,4.09,0.688,981.48,39.4,46.53,21.85,1,May,2026
13.107689,80.288533,CHE-Z11,chennai,1,13.10487,80.299567,1.235,residential,0.4928,0.0,clear,22,6,0,1,0,4,123.43,2.15,none,medium,scooter,13.5,1,4.03,0.906,1229.21,23.99,49.16,17.28,1,March,2026
12.985599,77.595719,BEN-Z09,bengaluru,1,12.993339,77.565102,3.427,residential,0.6567,0.0,clear,9,5,1,1,0,5,420.35,2.75,none,high,scooter,19.9,2,4.88,0.875,796.69,59.25,54.52,33.6,1,April,2026
28.562492,77.247599,DEL-Z04,delhi ncr,1,28.55483,77.199192,4.804,arterial,0.6934,0.0,clear,20,4,1,0,0,8,386.19,3.513,none,high,bike,21.5,3,4.6,0.528,806.06,82.72,77.19,39.84,1,March,2026
13.050043,80.200144,CHE-Z08,chennai,1,13.058015,80.192754,1.194,narrow_lane,0.2746,0.0,clear,10,1,0,0,0,3,49.0,2.999,none,low,bike,7.4,3,4.34,0.894,635.04,20.03,50.38,21.53,1,June,2026
12.84682,77.573191,BEN-Z13,bengaluru,1,12.830328,77.59132,2.688,arterial,0.687,0.0,clear,20,0,1,0,0,4,167.02,2.202,none,medium,bicycle,13.5,2,4.66,0.784,2121.47,44.77,57.36,38.44,0,March,2026
13.09369,80.301218,CHE-Z01,chennai,1,13.12008,80.279801,3.74,residential,0.8014,0.0,moderate_rain,20,3,1,0,0,5,168.48,1.718,none,medium,scooter,13.8,3,4.28,0.489,1114.69,73.59,81.48,45.36,0,April,2026
10.773466,78.733858,TRI-Z01,trichy,3,10.786554,78.708818,3.098,narrow_lane,0.3481,0.0,clear,18,4,0,0,0,9,417.92,1.111,none,low,bicycle,24.0,0,4.36,0.891,938.2,42.68,20.31,30.23,0,February,2026
13.028598,77.544217,BEN-Z07,bengaluru,1,13.037743,77.554398,1.5,residential,0.7537,0.0,clear,19,5,1,1,0,1,41.15,0.789,pass_plus,medium,ev_bike,30.2,0,4.65,0.791,1156.6,36.98,43.02,14.59,1,May,2026
13.001202,80.271869,CHE-Z13,chennai,1,13.010061,80.288887,2.09,residential,0.3556,0.0,clear,22,4,0,0,0,6,339.46,1.796,none,low,bike,15.4,2,4.78,0.833,1196.72,30.95,26.38,23.5,1,February,2026
13.08345,80.279958,CHE-Z03,chennai,1,13.092682,80.263702,2.038,narrow_lane,0.5291,11.78,moderate_rain,18,0,0,0,0,13,447.36,2.004,none,low,bike,21.8,0,4.62,0.609,1955.53,45.84,41.01,23.6,0,March,2026
11.041438,76.943104,COI-Z02,coimbatore,2,11.055879,76.937669,1.712,arterial,0.3637,0.0,clear,18,5,0,1,0,4,122.35,1.583,none,low,ev_bike,27.7,1,3.99,0.618,1368.19,33.96,42.85,15.29,0,May,2026
12.967086,77.602738,BEN-Z08,bengaluru,1,12.958509,77.600376,0.987,arterial,0.6666,0.0,clear,20,1,1,0,1,5,471.12,3.981,none,high,bike,13.5,1,4.39,0.634,947.58,57.56,51.37,14.08,1,March,2026
19.017886,72.806471,MUM-Z01,mumbai,1,18.988941,72.758371,5.994,residential,0.7443,0.0,clear,13,5,1,1,0,4,46.71,3.721,none,high,scooter,13.5,3,4.32,0.625,87.5,105.78,124.86,64.08,0,April,2026
12.999763,77.568869,BEN-Z03,bengaluru,1,12.983936,77.547742,2.887,arterial,0.5467,0.0,clear,12,2,1,0,0,1,35.0,0.5,pass,low,ev_bike,5.5,0,4.36,0.64,2629.1,64.43,50.61,24.85,0,March,2026
17.383957,78.480301,HYD-Z01,hyderabad,1,17.395181,78.451115,3.339,narrow_lane,0.6447,2.66,light_rain,9,1,1,0,0,6,167.41,6.041,none,medium,ev_bike,0.5,3,4.45,0.892,753.77,66.34,69.93,48.08,1,June,2026
28.6353,77.181975,DEL-Z01,delhi ncr,1,28.636328,77.162205,1.933,residential,0.4487,0.0,clear,22,6,0,1,0,2,35.0,0.359,pass_plus,low,bicycle,7.9,0,4.21,0.365,547.75,28.1,33.23,22.46,0,April,2026
10.981957,77.020962,COI-Z01,coimbatore,2,10.986787,77.033631,1.484,residential,0.3444,4.62,light_rain,22,1,0,0,0,10,127.89,3.518,none,low,bike,8.8,2,4.33,0.52,705.43,36.92,46.13,20.2,1,June,2026
9.938364,78.219125,MAD-Z05,madurai,3,9.921244,78.198647,2.942,residential,0.7481,0.0,clear,9,5,1,1,0,4,62.51,2.572,none,medium,bike,11.7,0,4.16,0.804,439.12,57.87,55.23,21.25,1,May,2026
28.74618,77.197588,DEL-Z03,delhi ncr,1,28.737098,77.205444,1.267,arterial,0.4044,0.0,clear,11,2,0,0,0,2,74.94,0.404,none,low,bike,13.5,2,5.0,0.783,563.11,24.16,52.2,16.8,1,May,2026
9.875458,78.128042,MAD-Z02,madurai,3,9.85673,78.145431,2.822,narrow_lane,0.3185,0.0,clear,22,3,0,0,0,10,365.55,4.27,none,low,bike,22.2,3,5.0,0.555,1543.26,27.68,22.89,29.88,0,February,2026
13.085855,80.271117,CHE-Z10,chennai,1,13.089012,80.245241,2.825,arterial,0.6598,0.0,clear,19,2,1,0,0,11,129.65,14.772,none,medium,bike,13.5,2,4.72,0.821,589.0,57.51,98.76,28.02,1,January,2026
13.000426,77.566828,BEN-Z04,bengaluru,1,13.005108,77.581521,1.675,arterial,0.6296,0.0,clear,17,5,0,1,0,6,270.22,1.514,pass,high,bike,11.7,2,4.19,0.756,2171.29,23.9,44.53,20.76,0,March,2026
13.08345,80.279958,CHE-Z03,chennai,1,13.066816,80.275612,1.909,arterial,0.4708,0.0,clear,17,3,0,0,0,4,148.9,1.022,none,medium,scooter,22.3,2,4.08,0.743,1144.95,22.72,55.92,19.12,0,May,2026
11.047512,76.985832,COI-Z06,coimbatore,2,11.038559,76.959783,3.012,narrow_lane,0.6223,0.0,clear,20,6,1,1,0,9,230.3,5.945,none,high,scooter,7.7,2,4.4,0.826,639.27,56.17,56.66,34.01,1,April,2026
17.383957,78.480301,HYD-Z01,hyderabad,1,17.354582,78.447044,4.809,narrow_lane,0.7168,0.0,clear,21,1,1,0,0,1,35.0,0.192,pass,high,bike,36.1,0,4.65,0.333,962.31,92.61,87.0,39.93,0,March,2026
