order_id,order_placed_at,store_id,store_lat,store_lon,delivery_zone,city,city_tier,customer_lat,customer_lon,distance_km,road_type,traffic_index,rainfall_mm,weather_condition,hour,weekday,peak_hour_flag,weekend_flag,festival_day_flag,item_count,order_amount,order_weight_kg,membership_type,demand_level,vehicle_type,rider_experience_months,current_rider_load,rider_rating,previous_acceptance_rate,rider_earnings_today,current_incentive,delivery_charge,delivery_time_minutes,rider_accepted,historical_delivery_cost,historical_travel_time,promo_code_applied,data_source
ZPO0064399,2026-06-09 18:40:00,DS0040,19.017886,72.806471,MUM-Z01,Mumbai,1,19.006432,72.796136,1.674,residential,0.4735,6.88,moderate_rain,18,1,0,0,0,7,326.1,3.131,none,medium,bike,13.8,0,4.02,0.553,826.76,44.33,45.09,20.52,1,57.342,29.361,,zepto_ops_export_v2
ZPO0028294,2026-03-04 20:58:00,DS0040,19.017886,72.806471,MUM-Z01,Mumbai,1,19.003259,72.755213,5.629,arterial,0.6918,0.0,clear,20,2,1,0,0,4,65.74,0.723,pass,l,bicycle ,13.3,0,4.87,0.737,1973.25,87.12,81.89,62.9,0,70.401,35.563,,zepto_ops_export_v2
ZPO0064893,2026-04-23 19:59:00,DS0075,9.82467,78.181555,MAD-Z04,Madurai,3,9.794426,78.185546,3.391,highway,0.5442,0.0,clear,19,3,1,0,0,1,35.0,0.614,none,medium,scooter,16.2,3,4.69,0.724,1151.61,51.56,51.57,23.26,0,130.99,63.738,,zepto_ops_export_v2
ZPO0004898,2026-05-18 14:06:00,DS0031,17.454751,78.45571,HYD-Z03,Hyderabad,1,17.495074,78.445184,4.621,arterial,0.4363,0.0,clear,14,0,0,0,0,2,60.01,0.748,Pass Plus,medium,ev_bike,6.3,3,4.89,0.64,869.6,48.47,53.43,34.15,0,64.987,31.168,,zepto_ops_export_v2
ZPO0021099,2026-02-13 21:09:00,DS0064,10.981957,77.020962,COI-Z01,cbe,2,10.96983,77.024449,1.401,arterial,0.57,0.0,clear,21,4,1,0,0,5,229.31,2.074,passplus,high,ev_bike ,15.5,2,4.31,0.506,1377.65,46.53,27.91,16.87,1,79.943,37.676,,zepto_ops_export_v2
ZPO0075438,01/30/2026 12:23,DS0007,13.066524,80.254772,CHE-Z07,Chennai,1,13.057152,80.27723,2.646,residential,0.6492,0.0,clear,12,4,1,0,0,1,67.54,0.4,none,medium,ev_bike,10.4,1,4.77,0.714,813.09,59.88,64.93,25.0,1,44.517,22.199,,zepto_ops_export_v2
ZPO0043794,2026-06-29 13:54:00,DS0055,28.562492,77.247599,DEL-Z04,New Delhi,1,28.579734,77.276415,3.405,residential,,0.0,clear,13,0,1,0,0,10,141.41,5.955,none,medium,ev_bike,42.7,3,4.86,0.755,797.3,64.64,76.47,36.54,1,49.264,25.058,,zepto_ops_export_v2
ZPO0046947,2026-05-16 12:46:00,DS0057,28.604165,77.10169,DEL-Z06,Delhi NCR,1,28.619769,77.024586,7.724,narrow_lane,0.8784,6.11,moderate_rain,12,5,1,1,0,7,256.12,3.064,none,high,bike,17.9,3,4.56,0.481,2594.55,132.43,159.47,95.48,0,62.098,29.935,,zepto_ops_export_v2
ZPO0073594,2026-03-03 11:08:00,DS0020,12.913579,77.605083,BEN-Z06,Bengaluru,1,12.917653,77.59978,0.732,arterial,0.3706,0.0,clear,11,1,0,0,0,9,147.82,5.016,pass,medium,scooter,-999.0,0,4.45,0.818,2530.95,19.88,47.29,12.11,1,59.997,28.451,,zepto_ops_export_v2
ZPO0035120,2026-05-14 22:21:00,DS0014,13.102544,80.255519,CHE-Z14,Chennai,1,13.102872,80.295885,4.372,highway,0.3181,0.0,clear,22,3,0,0,0,8,63.33,3.675,PASS,low,bike,9.6,3,4.13,0.688,2116.28,58.63,64.79,25.92,0,53.616,26.443,,zepto_ops_export_v2
ZPO0071498,2026-06-12 18:45:00,DS0006,13.083895,80.242972,CHE-Z06,Chennai,1,13.058872,80.248699,2.851,narrow_lane,0.3426,0.0,clear,18,4,0,0,0,4,100.01,1.071,none,low,bike,29.9,1,4.57,0.756,317.12,40.66,49.51,24.05,1,61.087,29.751,,zepto_ops_export_v2
ZPO0040595,2026-03-27 22:23:00,DS0019,12.967574,77.540858,BEN-Z05,Bengaluru,1,12.940173,77.543819,3.064,narrow_lane,,0.0,clear,22,4,0,0,0,6,73.51,4.826,none,low,scooter,24.5,2,4.42,0.717,2044.79,28.8,49.04,36.19,0,47.798,24.059,,zepto_ops_export_v2
ZPO0020998,2026-05-31 13:20:00,DS0052,28.6353,77.181975,DEL-Z01,Delhi NCR,1,28.618718,77.154757,3.234,arterial,0.763,0.0,clear,13,6,1,1,0,5,145.02,1.153,pass_plus,medium,scooter,15.6,2,4.36,0.625,397.67,49.58,48.85,28.66,0,21.595,11.199,,zepto_ops_export_v2
ZPO0028183,2026-06-27 08:38:00,DS0028,12.972781,77.610699,BEN-Z14,Bengaluru,1,12.994217,77.652077,5.078,narrow_lane,66.8%,0.0,clear,8,5,1,1,0,4,102.74,1.75,pass,Medium,bike,26.3,1,4.29,0.633,580.66,75.73,77.55,52.3,0,55.97,25.906,,zepto_ops_export_v2
ZPO0077976,2026-06-11 20:25:00,DS0034,17.420472,78.47479,HYD-Z06,Hyderabad,1,17.418706,78.453164,2.303,residential,0.7156,,clear,20,3,1,0,0,17,183.46,12.262,pass,medium,bike,17.5,1,4.65,0.825,2239.09,41.55,72.22,29.58,0,56.313,28.505,,zepto_ops_export_v2
ZPO0018262,2026-05-15 08:53:00,DS0057,28.604165,77.10169,DEL-Z06,Delhi NCR,1,28.596582,77.113776,1.45,arterial,0.7476,0.0,clear,8,4,1,0,0,9,147.21,5.864,pass,medium,bike,7.6,2,4.5,0.709,1286.91,37.23,63.54,23.15,1,56.34,27.027,,zepto_ops_export_v2
ZPO0030767,2026-03-30 18:56:00,DS0076,9.938364,78.219125,MAD-Z05,Madurai,3,9.961557,78.199409,3.364,arterial,0.4299,0.0,sunny,18,0,0,0,Y,3,46.98,2.011,pass,medium,scooter,11.4,0,4.64,0.918,1018.02,64.04,54.1,21.54,1,105.124,54.485,,zepto_ops_export_v2
ZPO0037636,2026-02-08 11:06:00,DS0024,13.065923,77.533601,BEN-Z10,Bengaluru,1,13.044144,77.526625,2.537,arterial,0.4182,,light_rain,11,6,0,1,0,13,130.13,3.152,pass_plus,low,bicycle,18.1,3,4.03,0.706,1036.99,46.04,35.61,37.86,0,57.586,27.965,,zepto_ops_export_v2
ZPO0059541,2026-06-03 13:37:00,DS0009,12.989196,80.282597,CHE-Z09,Chennai,1,12.962795,80.254397,4.237,residential,0.9083,11.94,moderate_rain,13,2,1,0,0,4,54.42,508.0,none,low,bike,18.8,0,4.31,0.688,784.33,79.35,104.09,46.97,0,19.204,9.822,,zepto_ops_export_v2
ZPO0013446,2026-05-05 22:58:00,DS0025,13.005784,77.598458,BEN-Z11,Bengaluru,1,13.015376,77.585985,1.722,narrow_lane,0.4321,0.0,clear,22,1,0,No,0,13,292.73,4.59,none,medium,scooter,38.9,2,4.56,0.616,793.23,21.75,38.94,26.34,1,22.315,11.662,,zepto_ops_export_v2
ZPO0078349,2026-04-19 14:48:00,DS0072,9.933797,78.060875,MAD-Z01,Madurai,3,9.942787,78.082485,2.569,arterial,0.4235,0.0,clear,14,6,0,1,0,3,74.05,0.532,pass,low,scooter,28.3,2,4.34,0.714,1530.62,41.01,44.82,18.78,1,111.63,53.292,,zepto_ops_export_v2
ZPO0038770,2026-06-27 17:45:00,DS0036,17.351618,78.544213,HYD-Z08,Hyderabad,1,17.336031,78.606134,6.797,arterial,0.4037,0.0,clear,17,5,0,1,0,9,658.42,6.765,pass_plus,low,bike,5.4,3,4.71,0.776,1135.82,64.14,64.3,43.18,0,61.274,29.022,,zepto_ops_export_v2
ZPO0064699,12/02/2026 13:26,DS0045,19.068656,72.88234,MUM-Z06,Mumbai,1,19.087049,72.917253,4.2,arterial,0.5679,0.0,clear,13,3,1,0,0,4,121.2,5.577,none,low,bicycle,16.9,1,4.77,0.378,554.38,72.26,65.46,52.07,0,53.642,25.273,,zepto_ops_export_v2
ZPO0004073,19/03/2026 18:17,DS0039,17.381103,78.458627,HYD-Z11,Hyderabad,1,17.352476,78.462184,3.205,residential,0.2814,0.0,clear,18,3,0,0,0,3,35.86,1.181,none,low,scooter,20.6,0,3.61,0.796,1140.15,47.34,52.61,20.05,0,55.693,26.096,,zepto_ops_export_v2
ZPO0018487,2026-05-05 23:09:00,DS0066,11.047289,76.886044,COI-Z03,Coimbatore,2,11.028015,76.89982,2.618,Residential ,0.3248,0.0,clear,23,1,0,0,0,3,35.0,1.201,pass_plus,low,bike,2.9,3,4.59,0.703,1326.28,30.07,35.04,24.11,0,49.637,23.366,,zepto_ops_export_v2
ZPO0007592,01/02/2026 01:03,DS0074,9.979123,78.121505,MAD-Z03,Madurai,3,9.974223,78.167291,5.044,arterial,0.3156,0.0,clear,1,4,0,0,0,13,721.27,11.199,none,l,scooter,16.8,1,3.9,0.693,232.73,63.39,61.52,28.06,0,55.405,27.064,,zepto_ops_export_v2
ZPO0002400,2026-02-17 11:20:00,DS0049,19.152033,72.838243,MUM-Z10,Mumbai,1,19.192512,72.856905,4.909,highway,0.5731,8.15,mod_rain,11,1,0,0,0,6,224.34,4.812,pass_plus,medium,ev_bike,3.5,1,4.82,0.831,551.5,68.6,55.26,38.23,0,30.993,14.808,,zepto_ops_export_v2
ZPO0026456,2026-03-26 18:45:00,DS0027,12.84682,77.573191,BEN-Z13,Bengaluru,1,12.848326,77.566091,0.788,narrow_lane,0.5287,0.0,clear,18,3,0,0,0,3,172.74,1.835,pass,low,bike,,2,4.69,0.724,1517.16,18.74,35.68,18.47,1,51.699,24.328,,zepto_ops_export_v2
ZPO0009376,2026-05-07 14:37:00,DS0016,13.034659,77.602591,BEN-Z02,Bengaluru,1,13.012903,77.61186,2.619,highway,0.3353,0.0,clear,14,3,0,0,0,5,176.14,0.455,pass,low,scootr,5.6,1,4.39,0.773,1464.74,32.23,37.51,20.09,0,47.894,24.184,,zepto_ops_export_v2
ZPO0068664,2026-06-08 22:18:00,DS0060,28.636198,77.200089,DEL-Z09,Delhi,1,28.632333,77.160221,3.915,narrow_lane,0.3514,0.0,clear,22,0,0,0,0,8,188.38,10.206,none,mediun,bike,2.8,3,4.83,0.72,937.09,INR 36.27,74.37,43.74,0,59.201,26.407,,zepto_ops_export_v2
ZPO0076090,2026-04-07 19:37:00,DS0021,13.028598,77.544217,BEN-Z07,Bengaluru,1,13.013134,77.565651,2.889,arterial,0.6434,6.25,moderate_rain,19,1,1,0,0,7,151.99,1.244,none,high,ev_bike,10.9,3,4.51,0.872,684.97,60.45,66.09,32.76,1,53.297,24.511,,zepto_ops_export_v2
ZPO0049538,2026-03-23 11:33:00,DS0076,9.938364,78.219125,MAD-Z05,Madurai,3,9.939747,78.1301,9.752,residential,0.3298,0.0,clear,11,0,0,0,0,16,133.4,20.378,pass,low,bike,7.5,3,5.0,0.755,857.02,80.28,157.64,51.33,0,130.724,63.832,,zepto_ops_export_v2
ZPO0062860,2026-05-05 18:50:00,DS0043,19.116791,72.774727,MUM-Z04,Mumbai,1,19.119613,72.760824,1.494,arterial,0.4532,0.0,clear,18,1,0,0,0,7,83.73,2.058,none,low,bike,,0,5.0,0.816,285.14,25.73,51.39,14.63,1,65.468,32.8,,zepto_ops_export_v2
ZPO0015846,2026-03-03 22:24:00,DS0028,12.972781,77.610699,BEN-Z14,Bengaluru,1,12.981301,77.621793,1.531,arterial,0.2919,0.0,clear,22,1,0,0,0,3,83.33,245.0,none,low,bike,11.5,3,4.45,0.796,801.63,25.94,48.57,19.97,1,44.551,22.412,,zepto_ops_export_v2
ZPO0046427,2026-01-17 07:04:00,DS0057,28.604165,77.10169,DEL-Z06,Delhi NCR,1,28.595583,77.10278,0.96,highway,0.4582,0.0,clear,7,5,0,1,0,2,53.11,2.169,none,l,bike ,12.4,0,4.33,0.684,509.11,21.46,52.76,11.18,1,53.495,27.198,,zepto_ops_export_v2
ZPO0024207,2026-03-26 15:20:00,DS0029,17.383957,78.480301,HYD-Z01,Hyderabad,1,17.394513,78.471827,1.479,highway,0.4646,0.0,clear,15,3,0,0,0,5,112.82,,no,medium,bike,19.3,0,5.0,0.648,2621.24,25.24,51.17,12.02,1,58.455,28.284,,zepto_ops_export_v2
ZPO0038376,2026-06-15 18:28:00,DS0056,28.64713,77.233083,DEL-Z05,Delhi NCR,1,28.676198,77.225032,3.326,arterial,,0.0,clear,18,0,0,0,0,5,90.94,3.858,none,low,scooter,9.6,3,4.52,0.695,692.84,52.38,60.95,27.19,1,67.969,34.018,,zepto_ops_export_v2
ZPO0060595,2026-06-18 15:58:00,DS0016,13.034659,77.602591,BEN-Z02,Bengaluru,1,13.016976,77.637212,4.235,arterial,0.3421,1.64,light_rain,15,3,0,No,0,5,141.35,4.436,pass,Low,bike,12.9,0,3.95,0.592,658.62,59.01,66.18,26.68,0,28.96,16.023,,zepto_ops_export_v2
ZPO0053292,2026-03-15 20:18:00,DS0005,13.057686,80.254649,CHE-Z05,Chennai,1,13.053786,80.266689,1.374,arterial,0.7187,,light_rain,20,6,1,1,0,5,₹172.59,1.39,none,low,scooter,17.5,3,4.57,0.637,1642.59,50.89,53.71,23.63,1,59.909,28.586,,zepto_ops_export_v2
ZPO0004643,13/05/2026 10:31,DS0039,17.381103,78.458627,HYD-Z11,Hyderabad,1,17.402966,78.489436,4.074,residential,0.341,0.0,clear,10,2,0,0,0,5,243.91,5.586,pass_plus,low,bike,34.3,3,5.0,0.893,1175.49,38.01,34.87,33.72,1,69.686,34.201,,zepto_ops_export_v2
ZPO0072234,2026-03-11 15:54:00,DS0081,10.723746,78.740815,TRI-Z04,Trichy,3,10.698321,78.726221,3.246,highway,0.3505,,clear,15,2,0,0,0,11,181.32,2.702,none,low,bike,13.5,1,5.0,0.977,273.63,51.29,34.56,17.77,1,101.877,49.943,,zepto_ops_export_v2
ZPO0012789,2026-06-11 20:56:00,DS0053,28.620075,77.286468,DEL-Z02,Delhi NCR,1,28.618496,77.320093,3.287,residential,0.6184,2.75,light_rain,20,3,1,0,0,3,45.48,1.818,none,high,scooter,16.5,3,4.12,0.951,574.88,71.99,81.94,36.97,1,54.798,25.956,,zepto_ops_export_v2
ZPO0076001,01/05/2026 17:51,DS0013,13.001202,80.271869,CHE-Z13,Chennai,1,13.015586,80.275572,1.649,residential,0.2988,0.0,clear,17,4,0,0,0,9,441.26,2.391,none,low,bike,22.5,0,,0.779,916.86,24.43,28.65,18.19,1,54.677,27.672,,zepto_ops_export_v2
ZPO0010683,06/16/2026 18:48,DS0060,28.636198,77.200089,DEL-Z09,Delhi NCR,1,28.64989,77.205203,1.602,arterial,0.3288,0.0,clear,18,1,0,0,0,4,165.13,1.228,pass,low,bike,0.5,2,4.1,0.635,707.49,31.54,38.38,19.29,1,25.142,13.399,,zepto_ops_export_v2
ZPO0042332,2026-04-10 09:51:00,DS0051,19.020807,72.870459,MUM-Z12,Mumbai,1,19.048839,72.895187,4.059,residential,0.7194,7.98,moderate_rain,9,4,1,0,0,5,160.15,3.338,pass_plus,medium,bike,7.9,1,5.0,0.632,789.08,83.09,50.3,47.41,0,41.403,19.342,,zepto_ops_export_v2
ZPO0043872,2026-04-04 14:57:00,DS0040,19.017886,72.806471,MUM-Z01,Mumbai,1,19.002964,72.812006,1.758,arterial,0.4089,1.21,light_rain,14,5,0,1,0,3,35.0,3.399,none,low,scootr,36.2,0,4.33,0.931,983.72,29.73,55.07,13.27,1,23.378,12.338,,zepto_ops_export_v2
ZPO0056679,2026-04-18 13:52:00,DS0033,17.386907,78.380612,HYD-Z05,Hyderabad,1,17.364691,78.418888,4.754,highway,0.6736,,light_rain,13,5,1,1,0,4,216.99,7.767,pass_plus,medium,bike,31.4,3,4.27,0.873,2419.74,92.74,62.58,31.73,0,55.867,26.148,,zepto_ops_export_v2
ZPO0073188,2026-03-27 06:23:00,DS0047,19.065715,72.902957,MUM-Z08,Mumbai,1,19.064586,72.91282,1.044,residential,0.5015,9.34,moderate_rain,6,4,0,0,0,6,35.0,0.296,pass,LOW,bike,24.0,3,4.75,0.743,1220.02,44.29,53.53,22.66,1,53.102,26.106,,zepto_ops_export_v2
ZPO0014930,02/23/2026 20:15,DS0035,17.432337,78.531114,HYD-Z07,Hyderabad,1,17.447457,78.50538,3.206,narrowlane,0.6566,0.0,clear,20,0,1,No,0,3,188.1,3.178,none,Medium,scooter,34.6,3,4.29,0.698,814.07,63.69,59.26,39.13,1,47.822,24.005,,zepto_ops_export_v2
ZPO0073019,2026-06-11 13:36:00,DS0075,9.82467,78.181555,MAD-Z04,Madurai,3,9.853725,78.173479,3.35,arterial,0.6585,0.0,clear,13,3,1,0,0,2,92.88,0.837,none,medium,bicycle,8.0,0,4.43,0.459,1110.13,72.5,47.79,33.45,0,107.087,52.883,,zepto_ops_export_v2
ZPO0013387,2026-01-11 20:13:00,DS0022,12.967086,77.602738,BEN-Z08,Bengaluru,1,12.996034,77.629118,4.305,residential,0.6861,0.0,clear,20,6,1,1,0,7,203.94,5.756,pass,high,ev_bike,19.0,0,4.11,0.756,1500.44,71.06,54.35,35.93,0,61.999,30.602,,zepto_ops_export_v2
ZPO0000775,2026-05-30 21:33:00,DS0004,13.137892,80.313144,CHE-Z04,Chennai,1,13.116436,80.302492,2.65,residential,0.8599,0.0,clear,21,5,1,1,0,9,221.47,7.552,none,high,ev_bike,15.6,1,4.56,0.616,1141.16,58.74,71.33,33.41,1,59.014,29.754,,zepto_ops_export_v2
ZPO0063280,01/04/2026 14:14,DS0036,17.351618,78.544213,HYD-Z08,Hyderabad,1,17.316111,78.553066,4.059,residential,0.4549,0.0,clear,14,2,0,0,0,3,45.19,1.204,none,medium,bicycle ,5.8,0,4.63,0.69,1105.76,54.63,61.42,43.49,0,30.096,14.039,,zepto_ops_export_v2
ZPO0021803,2026-04-30 13:38:00,DS0060,28.636198,77.200089,DEL-Z09,Delhi NCR,1,28.628022,77.193536,1.112,residential,0.6752,0.0,clear,13,3,1,0,0,5,248.72,5.076,none,low,ev_bike ,36.6,3,4.51,0.751,1505.74,36.13,40.21,21.21,1,61.64,29.141,,zepto_ops_export_v2
ZPO0072444,2026-03-23 22:11:00,DS0027,12.84682,77.573191,BEN-Z13,Bengaluru,1,12.831705,77.585451,2.143,arterial,0.3034,0.0,clear,22,0,0,0,0,8,237.78,5.933,none,low,bicycle,8.9,0,4.34,0.776,1464.31,24.4,36.48,25.05,0,64.952,30.021,,zepto_ops_export_v2
ZPO0015689,2026-04-04 12:03:00,DS0023,12.985599,77.595719,BEN-Z09,BANGALORE ,1,12.966543,77.599525,2.159,residential,0.8095,0.0,clear,12,5,1,1,0,8,653.8,5.768,none,medium,bicycle,4.0,0,4.18,0.718,185.49,50.03,34.37,44.86,0,30.864,15.469,,zepto_ops_export_v2
ZPO0047718,2026-04-03 11:41:00,DS0060,28.636198,77.200089,DEL-Z09,Delhi NCR,1,28.657833,77.194356,2.47,arterial,0.286,0.0,clear,11,4,0,0,0,7,235.54,3.325,none,low,bike,30.3,3,4.81,0.762,472.57,39.79,39.62,25.51,1,37.348,18.606,,zepto_ops_export_v2
ZPO0002373,03/12/2026 15:20,DS0028,12.972781,77.610699,BEN-Z14,Bengaluru,1,12.980655,77.626762,1.948,arterial,0.3087,0.0,clear,15,3,0,0,0,2,43.01,0.288,none,medium,ev_bike,18.9,1,4.8,0.736,1324.03,22.69,48.81,17.82,0,22.699,10.778,,zepto_ops_export_v2
ZPO0065242,2026-06-18 11:28:00,DS0057,28.604165,77.10169,DEL-Z06,Delhi NCR,1,28.633013,77.086057,3.552,narrow_lane,0.2744,0.0,clear,11,3,0,0,0,3,182.16,2.399,none,high,bike,6.9,1,4.96,0.602,1369.16,32.13,57.21,27.09,0,64.118,31.514,,zepto_ops_export_v2
ZPO0005011,2026-06-22 19:06:00,DS0028,12.972781,77.610699,BEN-Z14,Bengaluru,1,12.99927,77.621952,3.188,narrow_lane,0.686,0.0,clear,19,0,1,0,N,7,185.35,0.681,none,high,scooter,2.2,0,4.12,0.838,687.87,70.45,59.57,41.64,1,46.296,22.108,,zepto_ops_export_v2
ZPO0053777,2026-02-12 12:38:00,DS0017,12.999763,77.568869,BEN-Z03,Bengaluru,1,12.992024,77.566948,0.885,narrow_lane,0.7947,0.0,clear,12,3,1,0,0,2,98.59,1.241,none,medium,bike,15.1,3,3.87,0.494,872.1,38.1,63.97,22.68,1,54.428,27.584,,zepto_ops_export_v2
ZPO0026668,2026-06-21 02:49:00,DS0063,28.65611,77.243342,DEL-Z12,Delhi NCR,1,28.658374,77.221953,2.102,arterial,0.4154,0.0,Clear,2,6,0,1,0,2,56.28,1.006,pass,medium,bike,7.3,0,4.33,0.463,404.15,37.22,45.68,17.89,1,45.214,21.597,,zepto_ops_export_v2
ZPO0071359,2026-04-27 18:23:00,DS0056,28.64713,77.233083,DEL-Z05,Delhi NCR,1,28.638384,77.247132,1.681,narrow_lane,0.2871,0.0,clear,18,0,0,0,0,4,162.6,1.499,none,low,bike,15.4,1,4.39,0.72,2236.27,22.95,36.68,18.48,0,66.049,30.259,,zepto_ops_export_v2
ZPO0048626,2026-03-11 11:47:00,DS0008,13.050043,80.200144,CHE-Z08,Chennai,1,13.075509,80.195034,2.885,arterial,0.4416,0.0,clear,11,2,0,0,0,1,95.0,0.646,no,medium,scoter,35.9,2,4.09,0.824,1517.68,34.4,57.36,20.99,0,40.427,19.674,,zepto_ops_export_v2
ZPO0030340,2026-06-28 13:24:00,DS0041,19.073551,72.808853,MUM-Z02,Mumbai,1,19.056448,72.800118,2.112,arterial,0.8271,7.18,moderate_rain,13,6,1,1,0,5,523.41,3.711,none,high,scooter,8.3,2,4.22,0.904,517.43,57.9,54.92,29.56,1,59.245,30.113,,zepto_ops_export_v2
ZPO0056864,2026-05-13 13:51:00,DS0039,17.381103,78.458627,HYD-Z11,Hyderabad,1,17.374731,78.457891,0.713,arterial,0.6421,0.0,clear,13,2,1,0,0,3,85.91,1.754,pass,low,scooter,24.5,2,4.46,0.667,1748.91,33.45,45.59,15.89,1,57.578,27.322,,zepto_ops_export_v2
ZPO0068470,2026-01-11 21:04:00,DS0004,13.137892,80.313144,CHE-Z04,Chennai,1,13.11604,80.2898,3.506,arterial,0.7699,6.52,moderate_rain,21,6,1,1,0,3,42.45,1.402,none,medium,bike,14.2,2,4.34,0.827,399.89,73.27,85.94,33.35,1,54.976,26.679,,zepto_ops_export_v2
ZPO0012837,2026-01-29 18:01:00,DS0076,9.938364,78.219125,MAD-Z05,Madurai,3,9.963807,78.246273,4.104,arterial,0.2216,0.0,clear,18,3,N,0,0,3,88.81,1.936,none,low,scooter,,0,4.76,0.716,1977.23,54.22,57.75,17.1,0,94.401,44.743,,zepto_ops_export_v2
ZPO0064726,2026-06-27 15:53:00,DS0029,17.383957,78.480301,HYD-Z01,Hyderabad,1,17.375921,78.502441,2.514,arterial,0.6699,0.0,clear,15,5,0,1,0,2,73.53,0.502,none,low,ev_bike,-999.0,0,3.97,0.551,595.47,41.7,46.03,20.48,1,27.147,13.715,,zepto_ops_export_v2
ZPO0051978,2026-05-23 11:27:00,DS0078,10.773466,78.733858,TRI-Z01,Trichy,3,10.774787,78.741843,0.885,arterial,0.339,0.0,clear,11,5,0,1,0,1,35.0,0.341,none,low,ev_bike,4.4,0,3.87,0.679,351.6,20.17,40.44,6.76,1,72.083,34.451,,zepto_ops_export_v2
ZPO0050643,2026-02-04 08:02:00,DS0070,10.972085,76.949985,COI-Z07,Coimbatore,2,10.937922,76.905157,6.195,residential,0.525,0.0,clear,8,2,1,0,0,10,314.69,2.306,pass,low,bike,31.3,1,4.11,0.702,1396.67,68.29,69.32,35.75,0,50.561,25.728,,zepto_ops_export_v2
ZPO0047943,2026-05-25 19:23:00,DS0011,13.107689,80.288533,CHE-Z11,Chennai,1,13.107867,80.266892,2.344,residential,0.5458,0.0,clear,19,0,1,0,0,9,329.66,4.368,none,medium,bike,4.9,0,4.69,0.363,230.43,53.53,42.48,22.52,1,18.771,10.1,,zepto_ops_export_v2
ZPO0010105,2026-01-30 10:09:00,DS0048,19.037544,72.814437,MUM-Z09,Mumbai,1,19.052306,72.803438,2.008,highway,0.3328,0.0,clear,10,4,0,0,0,10,464.96,3.26,none,medium,bike,18.9,1,n/a,0.805,683.31,30.46,38.5,16.73,1,54.083,28.394,,zepto_ops_export_v2
ZPO0030515,2026-05-22 09:54:00,DS0043,19.116791,72.774727,MUM-Z04,Mumbai,1,19.123526,72.746012,3.108,narrow_lane,0.6553,0.77,light_rain,9,4,1,0,0,5,40.47,3.93,none,medium,bike,5.4,3,4.62,0.902,1354.52,49.57,75.86,43.66,0,59.207,29.063,,zepto_ops_export_v2
ZPO0064709,2026-02-03 09:06:00,DS0044,19.045278,72.894492,MUM-Z05,mumbai,1,19.045623,72.918262,2.499,residental,0.6947,6.38,moderate_rain,9,1,1,0,0,3,179.08,1.032, none,high,bike,10.2,1,4.68,0.907,670.7,63.15,65.83,24.75,1,52.229,29.839,,zepto_ops_export_v2
ZPO0059233,2026-03-15 23:43:00,DS0053,28.620075,77.286468,DEL-Z02,Delhi NCR,1,28.573,77.274224,5.369,residential,,0.0,clear,23,6,0,1,0,7,231.17,6.81,pass,medium,bike,22.2,0,4.44,0.843,505.16,51.79,75.19,33.39,0,71.113,33.064,,zepto_ops_export_v2
ZPO0045306,2026-04-21 18:36:00,DS0052,28.6353,77.181975,DEL-Z01,Delhi,1,28.625149,77.166411,1.892,highway,0.485,0.0,clear,18,1,0,0,0,1,35.0,0.15,-,low,scooter,8.1,0,4.4,0.68,1011.12,32.63,52.5,16.8,1,28.226,14.904,,zepto_ops_export_v2
ZPO0001821,2026-05-30 11:13:00,DS0075,9.82467,78.181555,MAD-Z04,Madurai,3,9.824011,78.167157,1.579,arterial,0.497,,clear,11,5,0,1,0,1,51.49,0.574,pass,high,bike,3.7,1,4.3,0.66,424.05,26.27,34.03,13.71,1,109.649,53.171,,zepto_ops_export_v2
ZPO0061354,2026-01-03 23:45:00,DS0070,10.972085,76.949985,COI-Z07,Coimbatore,2,10.94955,76.963552,2.911,arterial,0.4313,0.0,clear,23,5,0,1,0,12,134.87,9.112,none,low,bike,16.5,1,4.34,0.738,1667.37,34.9,69.31,22.32,0,54.294,27.232,,zepto_ops_export_v2
ZPO0023750,2026-02-14 21:25:00,DS0051,19.020807,72.870459,MUM-Z12,mumbai,1,19.014329,72.892368,2.413,narrow_lane,0.7433,0.0,clear,21,5,1,1,0,2,73.74,0.847,NONE,high,bike,8.4,0,4.01,0.774,918.57,56.02,74.43,30.17,1,67.046,32.121,,zepto_ops_export_v2
ZPO0069342,2026-02-24 09:21:00,DS0062,28.633234,77.222117,DEL-Z11,Delhi NCR,1,28.663954,77.227452,3.455,narrow_lane,0.763,0.0,clear,9,1,1,0,0,5,157.8,6.036,none,low,bike,7.8,1,4.57,0.727,1034.63,74.49,66.43,42.61,1,72.913,35.935,,zepto_ops_export_v2
ZPO0023247,2026-03-05 19:25:00,DS0056,28.64713,77.233083,DEL-Z05,Delhi NCR,1,28.621248,77.232403,2.879,residential,0.6387,0.0,clear,19,3,1,0,0,4,186.2,1.052,none,low,bike,27.2,3,4.42,0.776,1296.62,63.64,60.7,28.69,1,58.977,27.417,,zepto_ops_export_v2
ZPO0065016,01/19/2026 13:38,DS0004,13.137892,80.313144,CHE-Z04,Chennai,1,13.140503,80.319087,0.706,arterial,0.5744,0.0,clear,13,0,1,0,0,2,35.0,2.033,pass,medium,bicycle,38.0,0,4.58,0.89,187.62,INR 34.31,44.99,12.83,1,57.712,27.821,,zepto_ops_export_v2
